doc_name,entity_text,pages
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Secretaría de Gobierno,38
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Contraloría General de la Ciudad de México,44
Ley De Cultura Civica De La Ciudad De Mexico 2.7.Pdf,Jefatura de Gobierno de la Ciudad de México,"46, 47, 48, 49"
Ley De Declaracion Esp De Ausencia Para Pers Desaparecidas En La Cdmx 3.Pdf,Comisión de Búsqueda de Personas de la Ciudad de México,2
Ley De Declaracion Esp De Ausencia Para Pers Desaparecidas En La Cdmx 3.Pdf,Fiscalía General de Justicia de la Ciudad de México,13
Ley De Declaracion Esp De Ausencia Para Pers Desaparecidas En La Cdmx 3.Pdf,Consejería Jurídica y de Servicios Legales,14
Ley De Desarrllo Agropecuario Rural Y Sustentable De La Cdmx 2.Pdf,Secretaría del Medio Ambiente,2
Ley De Desarrllo Agropecuario Rural Y Sustentable De La Cdmx 2.Pdf,Secretaría de las Mujeres,4
Ley De Desarrllo Agropecuario Rural Y Sustentable De La Cdmx 2.Pdf,Jefatura de Gobierno de la Ciudad de México,"10, 27, 28, 29, 30"
Ley De Desarrllo Agropecuario Rural Y Sustentable De La Cdmx 2.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",14
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"5, 34, 38, 64, 66, 68, 71"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Secretaría del Medio Ambiente,"10, 31, 45, 51"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Secretaría de Protección Civil,"10, 15, 16, 31, 34"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Consejería Jurídica y de Servicios Legales,"10, 34"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Sistema de Aguas de la Ciudad de México,"14, 15, 16, 26, 34, 39"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Secretaría de Movilidad,"31, 39"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Secretaría de Desarrollo Económico,34
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"70, 71, 72, 73"
Ley De Desarrollo Urbano Del Df 5.1.Pdf,Agencia Digital de Innovación Pública,72
Ley De Economia Circular De La Cdmx.Pdf,Secretaría del Medio Ambiente,"6, 8, 9, 10, 11, 13, 14, 15, 16, 18"
Ley De Economia Circular De La Cdmx.Pdf,Secretaría de Desarrollo Económico,"6, 8, 9, 12, 13, 14, 16, 18"
Ley De Economia Circular De La Cdmx.Pdf,Secretaría de Administración y Finanzas,"6, 10"
Ley De Economia Circular De La Cdmx.Pdf,Secretaría de Obras y Servicios,"6, 11"
Ley De Economia Circular De La Cdmx.Pdf,Secretaría de Trabajo y Fomento al Empleo,"6, 8, 10"
Ley De Economia Circular De La Cdmx.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","6, 10, 11, 12, 16"
Ley De Economia Circular De La Cdmx.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"6, 13"
Ley De Economia Circular De La Cdmx.Pdf,Agencia Digital de Innovación Pública,"13, 18"
Ley De Economia Circular De La Cdmx.Pdf,Jefatura de Gobierno de la Ciudad de México,"16, 20, 21"
Ley De Educacion De La Cdmx 3.3.Pdf,Consejería Jurídica y de Servicios Legales,2
Ley De Educacion De La Cdmx 3.3.Pdf,Jefatura de Gobierno de la Ciudad de México,"3, 48, 49, 50, 51, 53, 54"
Ley De Educacion De La Cdmx 3.3.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",3
Ley De Educacion De La Cdmx 3.3.Pdf,Universidad de la Salud,"11, 15, 16, 52"
Ley De Educacion De La Cdmx 3.3.Pdf,Subsistema de Educación Comunitaria PILARES,11
Ley De Educacion De La Cdmx 3.3.Pdf,Secretaría de Administración y Finanzas,22
Ley De Educacion De La Cdmx 3.3.Pdf,Secretaría de Cultura,22
Ley De Educacion De La Cdmx 3.3.Pdf,Secretaría de Desarrollo Económico,22
Ley De Educacion De La Cdmx 3.3.Pdf,Secretaría de las Mujeres,22
Ley De Educacion De La Cdmx 3.3.Pdf,Secretaría del Medio Ambiente,22
Ley De Educacion Fisica Y Deporte Del Df 9.Pdf,Jefatura de Gobierno de la Ciudad de México,"9, 10, 11, 13, 26, 27, 28, 29, 30"
Ley De Educacion Fisica Y Deporte Del Df 9.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",10
Ley De Ejecucion De Sanciones Penales Y Reinsercion Social Para El Df 2.Pdf,Secretaría de Gobierno,"4, 18, 36"
Ley De Ejecucion De Sanciones Penales Y Reinsercion Social Para El Df 2.Pdf,Secretaría de Desarrollo Económico,26
Ley De Ejecucion De Sanciones Penales Y Reinsercion Social Para El Df 2.Pdf,Consejería Jurídica y de Servicios Legales,36
Ley De Entrega Recepcion De Los Recursos De La Administracion Publica De La Cdmx 2.1.Pdf,Contraloría General de la Ciudad de México,"1, 2, 8"
Ley De Entrega Recepcion De Los Recursos De La Administracion Publica De La Cdmx 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,1
Ley De Entrega Recepcion De Los Recursos De La Administracion Publica De La Cdmx 2.1.Pdf,Consejería Jurídica y de Servicios Legales,1
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Cultura,"5, 10, 11, 15, 18"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Gobierno,"10, 12, 15"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Desarrollo Económico,"10, 12, 15, 18"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Turismo,"10, 13, 15"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Administración y Finanzas,"10, 13, 15"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,"10, 14, 15"
Ley De Espacios Culturales Independientes De La Cdmx 3.Pdf,Jefatura de Gobierno de la Ciudad de México,19
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Desarrollo Económico,"4, 6, 7, 45, 56"
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Gobierno,"4, 5, 6, 7, 9, 23, 33, 39, 40, 43"
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Seguridad Ciudadana,"4, 12, 17"
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Consejería Jurídica y de Servicios Legales,7
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,23
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Salud de la Ciudad de México,30
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"45, 46"
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Jefatura de Gobierno de la Ciudad de México,"53, 54, 55, 56, 57, 58"
Ley De Establecimientos Mercantiles Para La Cdmx 5.3.Pdf,Agencia Digital de Innovación Pública,56
Ley De Evaluacion De La Cdmx 4.Pdf,Contraloría General de la Ciudad de México,2
Ley De Evaluacion De La Cdmx 4.Pdf,Secretaría de Administración y Finanzas,"5, 7, 14"
Ley De Evaluacion De La Cdmx 4.Pdf,Jefatura de Gobierno de la Ciudad de México,15
Ley De Extincion De Dominio Para La Cdmx 1.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,"2, 9, 10"
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Secretaría de Cultura,"4, 6, 8, 11"
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Secretaría de Turismo,6
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Secretaría de Gobierno,8
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Secretaría de Administración y Finanzas,"9, 12"
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Secretaría de Seguridad Ciudadana,"9, 13"
Ley De Filmaciones De La Ciudad De Mexico 3.1.Pdf,Jefatura de Gobierno de la Ciudad de México,19
Ley De Fomento Al Cine Mexicano De La Cdmx 2.2.Pdf,Secretaría de Cultura,"4, 5, 7, 10, 11, 12, 13"
Ley De Fomento Al Cine Mexicano De La Cdmx 2.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"4, 14"
Ley De Fomento Al Cine Mexicano De La Cdmx 2.2.Pdf,Secretaría de Administración y Finanzas,11
Ley De Fomento A Las Acti De Desarrollo Social De Las Orng Civiles Para El Df 2.2.Pdf,Jefatura de Gobierno de la Ciudad de México,8
Ley De Fomento Cooperativo Para El Df 4.Pdf,Secretaría de Trabajo y Fomento al Empleo,"5, 9"
Ley De Fomento Cooperativo Para El Df 4.Pdf,Secretaría de Desarrollo Económico,"5, 6"
Ley De Fomento Cooperativo Para El Df 4.Pdf,Secretaría de Administración y Finanzas,6
Ley De Fomento Cooperativo Para El Df 4.Pdf,Secretaría de Gobierno,11
Ley De Fomento Cooperativo Para El Df 4.Pdf,Jefatura de Gobierno de la Ciudad de México,"13, 14"
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Cultura,"4, 7, 8, 13"
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","7, 10, 13"
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"9, 13"
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,"10, 13"
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Turismo,13
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de las Mujeres,13
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Seguridad Ciudadana,13
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Obras y Servicios,13
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Secretaría de Desarrollo Económico,13
Ley De Fomento Cultural De La Cdmx 5.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"19, 20, 21"
Ley De Fomento De Procesos Productivos Eficientes Para El Df 4.1.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","2, 4"
Ley De Fomento De Procesos Productivos Eficientes Para El Df 4.1.Pdf,Secretaría de Desarrollo Económico,2
Ley De Fomento De Procesos Productivos Eficientes Para El Df 4.1.Pdf,Secretaría del Medio Ambiente,"2, 3, 4, 6, 7, 8"
Ley De Fomento De Procesos Productivos Eficientes Para El Df 4.1.Pdf,Secretaría de Administración y Finanzas,7
Ley De Fomento De Procesos Productivos Eficientes Para El Df 4.1.Pdf,Jefatura de Gobierno de la Ciudad de México,11
Ley De Fomento Para La Lectura Y El Libro De La Ciudad De Mexico 6.5.Pdf,Secretaría de Cultura,"3, 4, 11"
Ley De Fomento Para La Lectura Y El Libro De La Ciudad De Mexico 6.5.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","4, 8"
Ley De Fomento Para La Lectura Y El Libro De La Ciudad De Mexico 6.5.Pdf,Jefatura de Gobierno de la Ciudad de México,"12, 13"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,"7, 51"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría del Medio Ambiente,11
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Administración y Finanzas,"14, 51, 67, 68, 75"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Fiscalía General de Justicia de la Ciudad de México,19
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Contraloría General de la Ciudad de México,19
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Gobierno,"50, 51"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Seguridad Ciudadana,"51, 52"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Obras y Servicios,51
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Secretaría de Movilidad,51
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Sistema de Aguas de la Ciudad de México,51
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Agencia Digital de Innovación Pública,"60, 78"
Ley De Gestion Integral De Riesgos Y Proteccion Civil De La Cdmx 4.Pdf,Jefatura de Gobierno de la Ciudad de México,"77, 78"
Ley De Huertos Urbanos De La Ciudad De Mexico 3.2.Pdf,Secretaría del Medio Ambiente,"3, 5, 6, 7, 8, 9, 10"
Ley De Huertos Urbanos De La Ciudad De Mexico 3.2.Pdf,Secretaría de Administración y Finanzas,"3, 9"
Ley De Huertos Urbanos De La Ciudad De Mexico 3.2.Pdf,Secretaría de Trabajo y Fomento al Empleo,3
Ley De Huertos Urbanos De La Ciudad De Mexico 3.2.Pdf,Secretaría de Desarrollo Económico,3
Ley De Huertos Urbanos De La Ciudad De Mexico 3.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"10, 11"
Ley De Igualdad Sustantiva Entre M Y H En La Cdmx 3.8.Pdf,Jefatura de Gobierno de la Ciudad de México,"3, 5, 9, 21, 22, 23, 24, 25"
Ley De Igualdad Sustantiva Entre M Y H En La Cdmx 3.8.Pdf,Secretaría de las Mujeres,"3, 4, 5, 6, 7, 9, 15, 20"
Ley De Igualdad Sustantiva Entre M Y H En La Cdmx 3.8.Pdf,Secretaría de Desarrollo Económico,7
Ley De Igualdad Sustantiva Entre M Y H En La Cdmx 3.8.Pdf,Secretaría de Trabajo y Fomento al Empleo,7
Ley De Igualdad Sustantiva Entre M Y H En La Cdmx 3.8.Pdf,Fiscalía General de Justicia de la Ciudad de México,7
Ley De Ingresos 2024 1.Pdf,Policía Auxiliar,2
Ley De Ingresos 2024 1.Pdf,Policía Bancaria e Industrial,2
Ley De Ingresos 2024 1.Pdf,Planta Productora de Mezclas Asfálticas,2
Ley De Ingresos 2024 1.Pdf,Secretaría de Administración y Finanzas,"6, 7, 12, 13"
Ley De Ingresos 2024 1.Pdf,Jefatura de Gobierno de la Ciudad de México,8
Ley De Instituciones De Asistencia Privada Para El Df 3.1.Pdf,Junta de Asistencia Privada del Distrito Federal,"2, 16, 30"
Ley De Instituciones De Asistencia Privada Para El Df 3.1.Pdf,Secretaría de Gobierno,17
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Desarrollo Rural y Equidad para las Comunidades,2
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Gobierno,9
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,9
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Desarrollo Económico,9
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Turismo,9
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Secretaría de Cultura,9
Ley De Interculturalidad Atencion A Migrantes Y Movilidad Humana En El Df 2.1.Pdf,Consejería Jurídica y de Servicios Legales,9
Ley De Justicia Alternativa Del Tribunal Superior De Justicia Para El Df 2.1.Pdf,Consejería Jurídica y de Servicios Legales,19
Ley De Justicia Para Adolescentes Para El Df 2.1.Pdf,Consejería Jurídica y de Servicios Legales,9
Ley De Justicia Para Adolescentes Para El Df 2.1.Pdf,Secretaría de Gobierno,"10, 68, 69"
Ley De La Sala Constitucional Del Poder Judicial De La Ciudad De Mexico 2.1.Pdf,Fiscalía General de Justicia de la Ciudad de México,"11, 19"
Ley De Los Derechos Culturales De Los Habitantes Y Visitantes De La Ciudad De Mexico 2.Pdf,Secretaría de Cultura,"4, 5"
Ley De Los Derechos Culturales De Los Habitantes Y Visitantes De La Ciudad De Mexico 2.Pdf,Jefatura de Gobierno de la Ciudad de México,"4, 7, 15, 16"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Gobierno,"27, 28"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Cultura,"27, 30, 44"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Desarrollo Económico,"27, 32"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"27, 33"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Obras y Servicios,"27, 33"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Movilidad,"27, 35"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Turismo,"27, 32"
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Consejería Jurídica y de Servicios Legales,27
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Secretaría de Trabajo y Fomento al Empleo,35
Ley De Los Derechos De Las Personas Jovenes En La Ciudad De Mexico 3.3.Pdf,Jefatura de Gobierno de la Ciudad de México,"55, 56, 57"
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Gobierno,"7, 11"
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Desarrollo Económico,"7, 14"
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Salud de la Ciudad de México,"8, 9"
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Cultura,10
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Turismo,10
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Secretaría de Movilidad,14
Ley De Los Derechos De Las Personas Mayores De La Cdmx 3.Pdf,Jefatura de Gobierno de la Ciudad de México,23
Ley De Mejoramiento Barrial Y Comunitario Del Df 2.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 5"
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Agencia Digital de Innovación Pública,"4, 12"
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Gobierno,6
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Administración y Finanzas,6
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Cultura,6
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Desarrollo Económico,6
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Desarrollo Urbano y Vivienda,6
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría del Medio Ambiente,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Movilidad,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de las Mujeres,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Obras y Servicios,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Seguridad Ciudadana,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Trabajo y Fomento al Empleo,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Secretaría de Turismo,7
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Consejería Jurídica y de Servicios Legales,"7, 26"
Ley De Mejora Regulatoria Para La Ciudad De Mexico 3.4.Pdf,Jefatura de Gobierno de la Ciudad de México,31
Ley De Memoria De La Cdmx.Pdf,Secretaría de Cultura,"4, 5, 6"
Ley De Memoria De La Cdmx.Pdf,Jefatura de Gobierno de la Ciudad de México,6
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría del Medio Ambiente,"6, 40"
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Gestión Integral de Riesgos y Protección Civil,"9, 21"
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Trabajo y Fomento al Empleo,"11, 21"
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"20, 38, 39, 40"
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Gobierno,20
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Administración y Finanzas,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Cultura,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Desarrollo Económico,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Desarrollo Urbano y Vivienda,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","21, 23, 34"
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Movilidad,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de las Mujeres,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Obras y Servicios,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Seguridad Ciudadana,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Secretaría de Turismo,21
Ley De Mitigacion Y Adaptacion Al Cambio Climatico Y Desarrollo Sustentable De La Cdmx 6.2.Pdf,Metrobús,21
Ley De Movilidad De La Cdmx 3.2.Pdf,Consejería Jurídica y de Servicios Legales,6
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Movilidad,"11, 83, 86, 92, 93"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"11, 24, 87"
Ley De Movilidad De La Cdmx 3.2.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación",11
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Administración y Finanzas,"11, 24"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría del Medio Ambiente,"11, 16, 19, 24, 36, 41"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Obras y Servicios,"11, 24, 26, 86"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Seguridad Ciudadana,"11, 78"
Ley De Movilidad De La Cdmx 3.2.Pdf,Órgano Regulador de Transporte,"19, 94"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Gobierno,24
Ley De Movilidad De La Cdmx 3.2.Pdf,Metrobús,"25, 40"
Ley De Movilidad De La Cdmx 3.2.Pdf,Secretaría de Desarrollo Económico,26
Ley De Movilidad De La Cdmx 3.2.Pdf,Jefatura de Gobierno de la Ciudad de México,"92, 94, 95"
Ley De Obras Publicas Del Df 3.Pdf,Jefatura de Gobierno de la Ciudad de México,"1, 2, 7, 41, 51"
Ley De Obras Publicas Del Df 3.Pdf,Secretaría de Obras y Servicios,"2, 34"
Ley De Obras Publicas Del Df 3.Pdf,Contraloría General de la Ciudad de México,2
Ley De Obras Publicas Del Df 3.Pdf,Secretaría de Administración y Finanzas,"8, 9, 10, 11, 24, 43"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Agencia Digital de Innovación Pública,"2, 4, 19, 32"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Jefatura de Gobierno de la Ciudad de México,"8, 36, 38"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Consejería Jurídica y de Servicios Legales,"19, 32"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Secretaría de Administración y Finanzas,"19, 32"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","19, 32"
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Secretaría de Desarrollo Urbano y Vivienda,32
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Secretaría de Obras y Servicios,32
Ley De Operacion E Innovacion Digital Para La Ciudad De Mexico 3.1.Pdf,Secretaría de Seguridad Ciudadana,32
Ley De Participacion Ciudadana De La Cdmx4.Pdf,Secretaría de Administración y Finanzas,"20, 31, 34, 35, 37, 38, 58, 59"
Ley De Participacion Ciudadana De La Cdmx4.Pdf,Contraloría General de la Ciudad de México,47
Ley De Participacion Ciudadana De La Cdmx4.Pdf,Jefatura de Gobierno de la Ciudad de México,"58, 59, 60"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,Jefatura de Gobierno de la Ciudad de México,"2, 27, 28"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,Secretaría de Cultura,"3, 4, 5, 6, 7, 8, 9, 10, 16, 18, 19, 21, 23, 24, 25"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,Secretaría de Administración y Finanzas,"4, 5, 9, 16"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,Secretaría de Desarrollo Urbano y Vivienda,"4, 6, 9"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,"Secretaría de Educación, Ciencia, Tecnología e Innovación","4, 6, 9"
Ley De Patrimonio Cultural Natural Y Biocultural De La Ciudad De Mexico 2.7.Pdf,Secretaría de Pueblos y Barrios Originarios y Comunidades Indígenas Residentes,"4, 6, 9"
